Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,State,Device_Used,Internet_Access
Myra,Jawaharlal Institute of Post Graduate Medical Education and Research ,Science,2,"ChatGPT, Gemini, Copilot",1.8,"Assignments, Coding Help",5,3,Yes,Copilot,4,Yes,Puducherry,Mobile,Poor
Aadhya,College of Veterinary and Animal Sciences ,Agriculture,2,Gemini,3.8,Learning new topics,3,1,No,Other,6,Yes,Rajasthan,Tablet,High
Riya,"Mahila Vidyalaya PG College, Lucknow ",Arts,3,Gemini,3.8,"Exam Prep, Notes",3,0,No,Gemini,1,Yes,Uttar pradesh,Mobile,Medium
Pari,"MotherHood University, Roorkee ",Management,3,Copilot,1.9,"MCQ Practice, Projects",2,3,Yes,Gemini,6,No,Uttarakhand,Tablet,High
Anika,Centurion University of Technology and Management ,Arts,3,ChatGPT,2.9,"MCQ Practice, Projects",4,-3,No,Copilot,1,No,Andhra pradesh,Tablet,Poor
Ira,Indian Institute of Information Technology ,Engineering,2,"ChatGPT, Gemini, Copilot",2.8,"Exam Prep, Notes",3,3,Yes,Gemini,1,No,Himachal pradesh,Laptop,High
Meera,Sri Venkateswara University ,Pharmacy,3,"Gemini, Midjourney",2.9,"Assignments, Coding Help",5,2,Yes,ChatGPT,1,No,Andhra pradesh,Laptop,High
Saanvi,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",3.6,"Exam Prep, Notes",1,-3,No,ChatGPT,9,Yes,Bihar,Laptop,Medium
Navya,"Maharaja Bir Bikram College, Agartala ",Science,1,Gemini,2.1,"MCQ Practice, Projects",5,1,Yes,Other,9,Yes,Tripura,Laptop,Poor
Aarohi,"Govt. T.C.L. College, Janjgir ",Law,4,Gemini,4.3,"Assignments, Coding Help",3,-2,Yes,Other,3,Yes,Chhattisgarh,Mobile,Poor
Prisha,"Shillong College, Shillong ",Science,1,"ChatGPT, Copilot",0.7,Content Writing,5,1,Yes,ChatGPT,10,No,Meghalaya,Mobile,Poor
Ishita,PES University ,Commerce,4,Gemini,3.0,Learning new topics,5,-2,Yes,Other,6,No,Karnataka,Laptop,High
Rakhi,"Smt NilaBen ManuBhai Padalia Pharmacy College, Ahmedabad ",Pharmacy,4,"ChatGPT, Copilot",3.8,"MCQ Practice, Projects",2,0,Yes,Gemini,9,No,Gujarat,Mobile,High
Ramya,"JNTUA College of Engineering, Ananthapur ",Science,2,Gemini,2.8,"MCQ Practice, Projects",5,-3,Yes,Other,7,No,Andhra pradesh,Laptop,Poor
Sneha,"Government Maharani Laxmi Bai Girls PG College, ",Science,1,Copilot,3.4,"MCQ Practice, Projects",5,-3,No,ChatGPT,6,No,Madhya pradesh,Tablet,Poor
Divya,"PDM University, Bahadurgarh, Bahadurgarh ",Management,3,Gemini,3.9,"Exam Prep, Notes",4,-3,No,Copilot,9,Yes,Haryana,Laptop,High
Neha,"CU Shah Arts College, Ahmedabad ",Arts,1,"ChatGPT, Copilot",1.8,Learning new topics,1,1,No,ChatGPT,4,Yes,Gujarat,Mobile,Poor
Pooja,"Perunthalaivar Kamarajar Government Arts College, Pondicherry ",Arts,3,Gemini,1.6,"MCQ Practice, Projects",2,0,Yes,Gemini,7,No,Puducherry,Laptop,Medium
Kavya,Madhav University ,Pharmacy,3,ChatGPT,0.7,"Assignments, Coding Help",3,-3,Yes,ChatGPT,6,No,Rajasthan,Laptop,Poor
Aishwarya,Assam Down Town University ,Science,4,"ChatGPT, Gemini, Copilot",3.3,Learning new topics,1,2,No,Gemini,8,Yes,Assam,Tablet,Medium
Shreya,"Vishwakarma Institute of Technology, Pune ",Engineering,3,"ChatGPT, Copilot",3.3,Content Writing,5,2,No,ChatGPT,10,No,Maharashtra,Mobile,High
Nandini,Catalyst Institute of Management and Advance Global ,Commerce,4,"ChatGPT, Gemini, Copilot",0.6,"Doubt Solving, Resume Writing",2,1,Yes,Copilot,1,No,Bihar,Mobile,Poor
Aarav,"Ashoka University, Sonepat ",Medical,4,"ChatGPT, Gemini, Copilot",1.3,"Exam Prep, Notes",4,0,No,ChatGPT,3,Yes,Delhi ncr,Mobile,High
Vivaan,"Government Polytechnic For Women, Srinagar ",Medical,2,Copilot,3.3,"Doubt Solving, Resume Writing",4,-1,No,Gemini,9,No,Jammu,Tablet,Poor
Aditya,Prestige Institute of Management ,Commerce,1,ChatGPT,3.0,"Assignments, Coding Help",4,0,No,Gemini,1,Yes,Madhya pradesh,Laptop,Poor
Vihaan,Awadhesh Pratap Singh University ,Hotel-management,4,Gemini,3.9,Content Writing,3,-2,No,Other,3,Yes,Madhya pradesh,Laptop,High
Arjun,Sanjay Gandhi Postgraduate Institute of Medical Sciences ,Medical,3,"ChatGPT, Gemini, Copilot",1.4,"Exam Prep, Notes",2,3,No,Gemini,2,No,Uttar pradesh,Laptop,Medium
Sai,"Maya Group of Colleges, Dehradun ",Hotel-management,2,Copilot,1.9,Content Writing,3,1,Yes,Other,6,Yes,Uttarakhand,Mobile,Medium
Reyansh,"Birsa Munda Tribal University, Rajpipala ",Hotel-management,4,"ChatGPT, Gemini, Copilot",1.6,Learning new topics,4,-3,Yes,Other,10,Yes,Gujarat,Laptop,Poor
Ayaan,"CHM Institute of Hotel and Business Management, ",Hotel-management,2,"Gemini, Midjourney",1.6,"Exam Prep, Notes",3,-2,No,Copilot,1,No,Uttar pradesh,Laptop,Medium
Krishna,Arunachal University of Studies ,Medical,4,"ChatGPT, Gemini, Copilot",1.8,Content Writing,2,-1,Yes,Gemini,4,No,Arunachal pradesh,Mobile,Poor
Ishaan,Shivalik College of Engineering ,Engineering,1,"Gemini, Midjourney",1.8,"MCQ Practice, Projects",2,0,No,ChatGPT,1,No,Uttarakhand,Tablet,High
Rudra,Avvaiyar Government College for Women ,Commerce,4,"ChatGPT, Copilot",4.2,Content Writing,4,1,Yes,Gemini,5,Yes,Puducherry,Tablet,Poor
Dhruv,University of Rajasthan ,Arts,2,ChatGPT,2.0,Learning new topics,1,3,Yes,ChatGPT,3,No,Rajasthan,Laptop,High
Kabir,SDM Institute for Management Development ,Management,3,ChatGPT,3.6,"Exam Prep, Notes",2,-3,Yes,Copilot,6,No,Karnataka,Laptop,High
Atharv,BVV Sangha's Hangal Shri Kumareshwar College of ,Pharmacy,4,"ChatGPT, Copilot",3.5,"Doubt Solving, Resume Writing",5,-1,Yes,Copilot,6,No,Karnataka,Tablet,Medium
Om,Dasarath Deb Memorial College ,Science,3,"ChatGPT, Copilot",4.0,"Doubt Solving, Resume Writing",2,-3,No,Other,4,Yes,Tripura,Mobile,Poor
Anaya,Narayana Nursing Institution ,Medical,4,"ChatGPT, Gemini, Copilot",3.0,Content Writing,5,-3,No,Other,9,No,Andhra pradesh,Mobile,High
Siya,Guru Jambheshwar University of Science and Technology ,Arts,4,ChatGPT,3.6,"Exam Prep, Notes",1,1,Yes,ChatGPT,1,Yes,Haryana,Tablet,High
Diya,Sri Pratap Memorial Rajput College of Commerce ,Commerce,1,ChatGPT,2.3,"Exam Prep, Notes",5,1,Yes,ChatGPT,7,Yes,Jammu,Laptop,Poor
Myra,Calicut University ,Medical,2,"ChatGPT, Gemini, Copilot",0.6,Content Writing,2,-3,Yes,Gemini,10,Yes,Kerala,Laptop,Poor
Aadhya,"Rajiv Gandhi University of Knowledge Technologies -[RGUKT], ",Engineering,2,"ChatGPT, Copilot",1.1,Learning new topics,4,-2,No,Gemini,4,Yes,Andhra pradesh,Tablet,High
Riya,Sahrdaya College of Engineering ,Engineering,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",2,1,No,ChatGPT,5,Yes,Kerala,Laptop,Poor
Pari,Assam Rajiv Gandhi University of Cooperative Management ,Science,1,Gemini,1.8,Content Writing,4,1,No,Gemini,6,No,Assam,Laptop,Poor
Anika,SunRise University ,Pharmacy,2,Copilot,1.9,"Assignments, Coding Help",3,-3,No,ChatGPT,7,Yes,Rajasthan,Tablet,Poor
Ira,ICBM School of Business Excellence ,Management,1,"ChatGPT, Gemini, Copilot",2.6,Content Writing,5,0,Yes,Other,6,No,Telangana,Laptop,Medium
Meera,Dr. N.G.P. Arts and Science College ,Science,4,Gemini,2.9,Learning new topics,4,-2,Yes,Other,4,No,Tamil nadu,Tablet,Poor
Saanvi,"Monad University, Hapur ",Agriculture,2,Copilot,3.1,"Exam Prep, Notes",5,0,Yes,ChatGPT,6,No,Delhi ncr,Mobile,High
Navya,Bishop Heber College ,Commerce,4,ChatGPT,4.0,Content Writing,1,-2,No,Gemini,7,Yes,Tamil nadu,Tablet,Medium
Aarohi,Guru Jambheshwar University of Science and Technology ,Arts,1,Gemini,2.3,Learning new topics,3,1,Yes,Copilot,8,No,Haryana,Tablet,High
Prisha,"NMKRV College for Women, Bangalore ",Arts,1,"ChatGPT, Gemini, Copilot",4.5,Content Writing,4,2,No,Gemini,9,No,Karnataka,Tablet,Poor
Ishita,Acharya Nagarjuna University ,Commerce,3,"ChatGPT, Copilot",4.3,"Doubt Solving, Resume Writing",2,0,Yes,Gemini,4,Yes,Andhra pradesh,Tablet,Medium
Rakhi,"Rayat Bahra University, Mohali ",Agriculture,2,Copilot,0.5,Content Writing,1,2,No,Copilot,10,No,Punjab,Tablet,High
Ramya,"Christ Church College -[CCC], Kanpur ",Arts,2,"ChatGPT, Gemini, Copilot",1.2,"Assignments, Coding Help",5,2,No,Gemini,5,No,Uttar pradesh,Mobile,Poor
Sneha,"University of Jammu, Jammu ",Arts,3,ChatGPT,1.1,"MCQ Practice, Projects",2,2,Yes,ChatGPT,4,No,Jammu,Tablet,Poor
Divya,ICFAI Foundation for Higher Education ,Law,2,"Gemini, Midjourney",3.7,"MCQ Practice, Projects",2,0,No,Other,8,No,Telangana,Mobile,High
Neha,"Lalit Chandra Bharali College, Guwahati ",Management,2,ChatGPT,2.7,"Assignments, Coding Help",3,1,Yes,ChatGPT,6,Yes,Assam,Tablet,Poor
Pooja,College of Veterinary and Animal Sciences ,Science,4,Gemini,4.3,"Exam Prep, Notes",2,2,No,Copilot,10,Yes,Rajasthan,Mobile,Medium
Kavya,Regional College of Management ,Arts,2,"Gemini, Midjourney",2.2,"Doubt Solving, Resume Writing",3,-2,Yes,Other,8,Yes,Orissa,Laptop,Poor
Aishwarya,Tilka Manjhi Bhagalpur University ,Science,4,"ChatGPT, Gemini, Copilot",3.0,"Assignments, Coding Help",3,1,Yes,Copilot,2,Yes,Bihar,Laptop,Medium
Shreya,Dantuluri Narayana Raju college ,Commerce,1,Copilot,2.1,"Assignments, Coding Help",1,3,No,ChatGPT,2,No,Andhra pradesh,Laptop,High
Nandini,"Presidency College of Education and Technology, Meerut ",Science,1,ChatGPT,1.0,Learning new topics,2,0,No,Copilot,5,Yes,Uttar pradesh,Laptop,Poor
Aarav,Dr GR Damodaran College of Science ,Arts,2,"ChatGPT, Gemini, Copilot",4.3,"Doubt Solving, Resume Writing",5,-2,Yes,Other,2,Yes,Tamil nadu,Tablet,Medium
Vivaan,Sri Guru Granth Sahib World University ,Law,1,Copilot,2.3,"Exam Prep, Notes",3,3,Yes,ChatGPT,3,Yes,Punjab,Mobile,High
Aditya,Symbiosis Institute of Business Management ,Management,1,"ChatGPT, Copilot",0.5,"Exam Prep, Notes",2,-1,Yes,Other,6,Yes,Maharashtra,Mobile,Medium
Vihaan,Jadavpur University ,Engineering,1,Gemini,4.3,"MCQ Practice, Projects",3,3,Yes,Gemini,3,Yes,West bengal,Laptop,Medium
Arjun,"T.N.B. College, Bhagalpur ",Science,4,"ChatGPT, Copilot",3.7,"MCQ Practice, Projects",4,3,No,ChatGPT,8,No,Bihar,Tablet,Poor
Sai,Sri Ramachandra Institute of Higher Education and ,Medical,4,"ChatGPT, Copilot",3.6,Content Writing,2,3,No,Gemini,1,Yes,Tamil nadu,Laptop,Poor
Reyansh,Radha Govind University ,Pharmacy,1,Gemini,4.1,Content Writing,2,-1,Yes,Other,4,No,Jharkhand,Mobile,High
Ayaan,RNB Global University ,Agriculture,1,Copilot,4.0,Learning new topics,5,3,No,ChatGPT,9,Yes,Rajasthan,Tablet,Medium
Krishna,"Maryland Institute of Technology And Management, Jamshedpur ",Engineering,3,"ChatGPT, Copilot",2.7,"MCQ Practice, Projects",1,2,Yes,ChatGPT,1,Yes,Jharkhand,Laptop,High
Ishaan,"Faculty of Law Jamia Millia Islamia University, ",Law,4,"Gemini, Midjourney",1.9,"Doubt Solving, Resume Writing",2,2,Yes,Copilot,1,Yes,Delhi ncr,Laptop,Poor
Rudra,Chitkara University ,Pharmacy,1,ChatGPT,2.8,"Assignments, Coding Help",3,-3,No,ChatGPT,8,No,Punjab,Mobile,High
Dhruv,"Khalsa College, Amritsar ",Arts,1,"ChatGPT, Gemini, Copilot",0.9,Content Writing,4,-2,No,ChatGPT,6,Yes,Punjab,Mobile,Medium
Kabir,Sarvepalli Radhakrishnan University ,Medical,3,"Gemini, Midjourney",1.8,Learning new topics,3,-2,Yes,Other,5,Yes,Madhya pradesh,Tablet,Poor
Atharv,"Rajeev Gandhi College, Bhopal ",Medical,3,"ChatGPT, Copilot",1.1,"Doubt Solving, Resume Writing",2,1,Yes,Copilot,8,Yes,Madhya pradesh,Mobile,Poor
Om,"Dibrugarh University, Dibrugarh ",Science,1,Copilot,3.8,"Doubt Solving, Resume Writing",3,-2,Yes,Other,9,Yes,Assam,Tablet,High
Anaya,"Chitkara School of Hospitality -[CSH], Chandigarh ",Hotel-management,3,"Gemini, Midjourney",0.8,Learning new topics,2,-3,No,ChatGPT,8,No,Haryana,Laptop,High
Siya,"Government Serchhip College, Serchhip ",Science,2,"ChatGPT, Copilot",4.4,"Assignments, Coding Help",1,-3,No,Gemini,10,No,Mizoram,Laptop,Poor
Diya,"JSS Academy of Higher Education & Research, ",Pharmacy,3,"Gemini, Midjourney",3.4,Learning new topics,1,3,Yes,Other,7,Yes,Karnataka,Tablet,High
Myra,"ICFAI University, Ranchi ",Management,2,Copilot,1.2,Content Writing,5,-1,Yes,Copilot,10,No,Jharkhand,Laptop,High
Aadhya,The Neotia University ,Management,3,"ChatGPT, Copilot",3.0,"Exam Prep, Notes",1,2,Yes,ChatGPT,9,No,West bengal,Mobile,Medium
Riya,AAFT University of Media and Arts ,Science,1,"Gemini, Midjourney",1.3,"Assignments, Coding Help",5,-2,No,Copilot,10,Yes,Chhattisgarh,Laptop,Medium
Pari,Dinabandhu Andrews College ,Commerce,4,"Gemini, Midjourney",3.6,"Exam Prep, Notes",1,-1,No,ChatGPT,10,Yes,West bengal,Mobile,Medium
Anika,Indian Institute of Space Science and Technology ,Science,2,"ChatGPT, Copilot",2.2,Content Writing,3,-3,No,Gemini,3,No,Kerala,Laptop,Medium
Ira,Byramjee Jeejeebhoy Government Medical College ,Medical,4,"Gemini, Midjourney",4.1,"Assignments, Coding Help",2,0,No,Other,1,No,Maharashtra,Mobile,Medium
Meera,Shri Vaishnav Institute of Management ,Science,2,"ChatGPT, Copilot",2.3,"Assignments, Coding Help",4,-1,Yes,ChatGPT,1,No,Madhya pradesh,Tablet,Poor
Saanvi,"Amity University, Gurgaon ",Commerce,2,"ChatGPT, Gemini, Copilot",3.0,"Doubt Solving, Resume Writing",2,0,No,ChatGPT,1,Yes,Haryana,Laptop,High
Navya,"Maharaja Bir Bikram College, Agartala ",Arts,1,"Gemini, Midjourney",2.5,Learning new topics,4,-3,Yes,Other,10,Yes,Tripura,Mobile,High
Aarohi,Indian School of Business Management and Administration ,Law,2,Gemini,4.1,"MCQ Practice, Projects",4,1,No,Copilot,9,No,Tamil nadu,Laptop,Poor
Prisha,"St Joseph's Degree and PG College, Hyderabad ",Management,3,ChatGPT,2.0,"Assignments, Coding Help",2,-3,No,ChatGPT,6,Yes,Telangana,Tablet,Poor
Ishita,Sant Baba Bhag Singh University ,Engineering,3,"ChatGPT, Copilot",2.3,"MCQ Practice, Projects",1,-1,No,ChatGPT,9,No,Punjab,Mobile,Poor
Rakhi,"Sri Guru Gobind Singh College of Pharmacy, ",Medical,2,ChatGPT,2.0,"Exam Prep, Notes",4,-2,Yes,ChatGPT,6,Yes,Chandigarh,Tablet,Poor
Ramya,Haldia Institute of Management ,Medical,2,Gemini,4.0,Content Writing,1,-1,No,Copilot,2,Yes,West bengal,Laptop,Medium
Sneha,Srimanta Sankaradeva University of Health Sciences ,Pharmacy,1,Copilot,2.0,"Doubt Solving, Resume Writing",5,1,Yes,Copilot,1,Yes,Assam,Laptop,Poor
Divya,"Trivandrum University College, Thiruvananthapuram ",Science,1,ChatGPT,3.1,Learning new topics,1,3,Yes,ChatGPT,5,No,Kerala,Laptop,High
Neha,Magadh University ,Arts,4,"ChatGPT, Gemini, Copilot",2.5,"Doubt Solving, Resume Writing",5,0,No,ChatGPT,9,Yes,Bihar,Mobile,Poor
Pooja,Kalinga Institute of Industrial Technology ,Management,4,"ChatGPT, Copilot",2.4,"Assignments, Coding Help",1,2,Yes,ChatGPT,1,No,Orissa,Laptop,Medium
Kavya,"Bahona College, Jorhat ",Arts,1,"Gemini, Midjourney",3.1,Learning new topics,3,-2,No,Gemini,7,No,Assam,Tablet,Poor
Aishwarya,"ICFAI University, West Tripura ",Law,4,"ChatGPT, Copilot",1.3,"Assignments, Coding Help",3,1,Yes,Gemini,10,No,Tripura,Tablet,Poor
Shreya,"SRM University Sikkim, Gangtok ",Management,4,Gemini,3.1,"Doubt Solving, Resume Writing",5,-3,No,Other,1,No,Sikkim,Tablet,High
Nandini,OP Jindal University ,Engineering,1,Gemini,0.6,"Exam Prep, Notes",3,1,Yes,Gemini,7,Yes,Chhattisgarh,Laptop,Poor
Aarav,Andhra Loyola College ,Commerce,3,Copilot,2.9,"Assignments, Coding Help",5,-3,Yes,ChatGPT,1,No,Andhra pradesh,Mobile,High
Vivaan,RJ School of Management Studies ,Commerce,3,ChatGPT,4.3,"Doubt Solving, Resume Writing",1,-2,Yes,Other,6,Yes,Orissa,Mobile,Medium
Aditya,Bankura Christian College ,Medical,3,"ChatGPT, Gemini, Copilot",2.9,"Doubt Solving, Resume Writing",2,0,Yes,Gemini,2,Yes,West bengal,Laptop,High
Vihaan,"St. Xavier's College (Autonomous), Palayamkottai ",Science,4,ChatGPT,2.2,"Exam Prep, Notes",1,0,No,Other,8,No,Tamil nadu,Tablet,High
Arjun,"SD College of Pharmacy and Vocational studies, ",Pharmacy,2,"Gemini, Midjourney",3.3,"Doubt Solving, Resume Writing",1,-2,Yes,Gemini,2,No,Uttar pradesh,Laptop,Medium
Sai,Siva Sivani Institute of Management ,Science,1,Gemini,0.5,Content Writing,1,-2,No,Other,7,No,Telangana,Mobile,Medium
Reyansh,Techno Global University ,Arts,2,Copilot,3.4,"MCQ Practice, Projects",1,3,Yes,ChatGPT,9,No,Meghalaya,Laptop,High
Ayaan,Army Institute of Fashion and Design ,Science,1,ChatGPT,0.8,"Exam Prep, Notes",3,0,No,Gemini,10,Yes,Karnataka,Mobile,Poor
Krishna,"Government Degree College, Jammu ",Arts,1,Copilot,4.3,Content Writing,2,2,No,Other,6,No,Jammu,Tablet,High
Ishaan,Dharmsinh Desai University ,Engineering,3,Copilot,1.1,"MCQ Practice, Projects",5,-3,Yes,ChatGPT,5,No,Gujarat,Tablet,Poor
Rudra,Janardan Rai Nagar Rajasthan Vidyapeeth University ,Hotel-management,1,Copilot,0.7,"MCQ Practice, Projects",3,-3,Yes,Other,2,No,Rajasthan,Tablet,Medium
Dhruv,"The Modern College, Imphal ",Science,1,"ChatGPT, Gemini, Copilot",2.0,Learning new topics,5,1,Yes,Other,2,Yes,Manipur,Tablet,Medium
Kabir,"St. Alphonsa College of Hotel Management Studies, ",Hotel-management,3,"Gemini, Midjourney",2.7,"Doubt Solving, Resume Writing",4,-3,No,ChatGPT,8,Yes,Kerala,Laptop,Poor
Atharv,Manipal School of Architecture and Planning ,Arts,4,"ChatGPT, Gemini, Copilot",2.4,Learning new topics,1,-1,No,ChatGPT,6,Yes,Karnataka,Laptop,Poor
Om,Indian Institute of Technology ,Arts,2,Copilot,4.1,"Doubt Solving, Resume Writing",5,1,No,Gemini,3,Yes,Bihar,Laptop,High
Anaya,"Faculty of Applied Sciences and Biotechnology, Shoolini ",Science,4,"ChatGPT, Gemini, Copilot",3.9,"MCQ Practice, Projects",4,-1,Yes,Copilot,7,Yes,Himachal pradesh,Laptop,Poor
Siya,Institute of Hotel Management and Catering Technology ,Hotel-management,3,"ChatGPT, Copilot",2.2,Learning new topics,3,3,Yes,Gemini,6,No,Kerala,Mobile,High
Diya,"Government Homoeopathic Medical College, Calicut ",Medical,2,ChatGPT,2.1,"Doubt Solving, Resume Writing",1,0,Yes,Copilot,1,No,Kerala,Mobile,Poor
Myra,"Nirmala College Of Arts And Science, Chalakkudy, ",Hotel-management,4,Gemini,1.7,"Exam Prep, Notes",4,0,Yes,Other,7,No,Kerala,Tablet,Poor
Aadhya,"Government Home Science College, Chandigarh ",Science,2,"ChatGPT, Gemini, Copilot",0.8,"Assignments, Coding Help",1,0,No,Copilot,3,Yes,Haryana,Tablet,Medium
Riya,"PCTE Group of Institutes, Ludhiana ",Pharmacy,2,"Gemini, Midjourney",2.1,"Assignments, Coding Help",2,1,Yes,ChatGPT,9,Yes,Punjab,Tablet,Medium
Pari,Christ Institute of Technology ,Engineering,4,Copilot,3.2,Content Writing,4,1,Yes,Other,2,Yes,Puducherry,Laptop,Medium
Anika,Kakinada Institute of Technology and Science ,Pharmacy,1,"ChatGPT, Copilot",2.6,"Assignments, Coding Help",5,2,No,Gemini,8,No,Andhra pradesh,Tablet,Medium
Ira,BV Raju Institute of Technology ,Engineering,1,ChatGPT,2.1,"Doubt Solving, Resume Writing",3,1,Yes,Gemini,9,No,Telangana,Laptop,Poor
Meera,Mahatma Gandhi Government Engineering College ,Engineering,4,"ChatGPT, Copilot",3.0,"Assignments, Coding Help",4,-1,No,Copilot,8,Yes,Himachal pradesh,Tablet,High
Saanvi,"AIMS College of Management and Technology, Anand ",Agriculture,4,"Gemini, Midjourney",3.3,Content Writing,1,-3,Yes,Other,5,No,Gujarat,Mobile,High
Navya,Indus Institute of Hotel Management ,Hotel-management,3,"ChatGPT, Copilot",2.3,Learning new topics,5,1,No,Other,10,Yes,Andhra pradesh,Tablet,Poor
Aarohi,"Guru Kashi University, Bathinda ",Law,1,Copilot,3.8,"Assignments, Coding Help",1,0,Yes,ChatGPT,10,Yes,Punjab,Mobile,Medium
Prisha,Sambhram College of Hotel Management ,Hotel-management,2,"Gemini, Midjourney",0.7,Learning new topics,3,-2,Yes,Copilot,4,No,Karnataka,Tablet,Poor
Ishita,Punjab College of Technical Education ,Hotel-management,1,ChatGPT,2.2,Content Writing,5,-2,No,Gemini,2,Yes,Punjab,Tablet,High
Rakhi,Maharishi Markandeshwar ,Medical,4,Copilot,1.6,"MCQ Practice, Projects",1,-1,No,ChatGPT,2,No,Himachal pradesh,Tablet,Medium
Ramya,Career Point University ,Commerce,4,"ChatGPT, Gemini, Copilot",1.1,Content Writing,3,-1,No,Other,1,No,Rajasthan,Tablet,Medium
Sneha,"Government Medical College, Kozhikode ",Pharmacy,2,"Gemini, Midjourney",1.2,"Assignments, Coding Help",2,-2,No,Gemini,4,Yes,Kerala,Mobile,Medium
Divya,International School of Hospitality Management ,Hotel-management,2,Copilot,0.5,"Doubt Solving, Resume Writing",4,-2,Yes,Gemini,8,Yes,West bengal,Mobile,Poor
Neha,National Institute of Technology ,Arts,1,"Gemini, Midjourney",3.9,"Assignments, Coding Help",5,2,Yes,Copilot,7,Yes,Manipur,Mobile,High
Pooja,"St. Mira's College for Girls, Pune ",Commerce,1,"ChatGPT, Copilot",4.3,"Doubt Solving, Resume Writing",2,2,Yes,Other,2,No,Maharashtra,Mobile,High
Kavya,Roorkee College of Pharmacy ,Pharmacy,3,Copilot,3.0,Content Writing,2,1,No,Copilot,5,Yes,Uttarakhand,Tablet,Poor
Aishwarya,"Bahona College, Jorhat ",Agriculture,3,Gemini,2.7,"Exam Prep, Notes",2,1,Yes,Copilot,3,No,Assam,Tablet,Medium
Shreya,Sree Chitra Thirunal College of Engineering ,Engineering,4,Gemini,2.7,"Exam Prep, Notes",3,3,Yes,Gemini,3,Yes,Kerala,Laptop,Poor
Nandini,"Poona College of Pharmacy, Pune ",Pharmacy,3,Copilot,0.9,"Exam Prep, Notes",1,2,No,Copilot,2,No,Maharashtra,Mobile,Poor
Aarav,"Government Degree College, Srinagar ",Science,1,ChatGPT,3.8,MCQ Practice,2,-4,Yes,Bard,7,No,Jammu,Mobile,Medium
Vivaan,Sardar Vallabhbhai National Institute of Technology ,Engineering,2,Gemini,2.8,Doubt Solving,2,5,No,Gemini,8,Yes,Gujarat,Mobile,Medium
Aditya,"Bimala Prasad Chaliha College, Kamrup ",Science,4,Copilot,1.8,Learning new topics,1,-4,No,ChatGPT,6,No,Assam,Tablet,High
Vihaan,National Institute of Technology ,Science,1,Other,2.6,Project Work,1,3,No,Other,10,No,Arunachal pradesh,Tablet,Poor
Arjun,"Lucky Institute of Professional Studies, Jodhpur ",Commerce,1,ChatGPT,3.5,"Coding Help, MCQ Practice",1,1,No,Claude,6,No,Rajasthan,Laptop,High
Sai,Bharati Vidyapeeth Deemed University ,Pharmacy,2,Other,1.7,"Coding Help, Resume Writing, Content Writing",2,-3,No,Claude,5,No,Maharashtra,Tablet,Medium
Reyansh,"Imphal College, Imphal ",Science,1,Gemini,4.2,"Project Work, Content Writing",1,-2,No,Gemini,8,No,Manipur,Tablet,High
Ayaan,"MATS University, Raipur ",Commerce,2,Copilot,1.1,"Doubt Solving, Content Writing, Learning new topics",5,1,No,Copilot,4,No,Chhattisgarh,Tablet,Poor
Krishna,Fortune Institute of International Business ,Management,1,ChatGPT,4.4,Resume Writing,4,4,Yes,Claude,7,Yes,Delhi ncr,Tablet,Poor
Ishaan,Baldev Institute of Management Technology and Sciences ,Management,1,Other,3.7,"Doubt Solving, Content Writing, Project Work",3,-4,No,Claude,3,No,Jammu,Mobile,High
Rudra,Doranda College ,Commerce,3,Bard,3.9,"Coding Help, Content Writing, Project Work",5,4,Yes,Gemini,6,Yes,Jharkhand,Tablet,High
Dhruv,St. Joseph's Institute of Hotel Management & ,Hotel-management,1,Bard,2.0,Coding Help,3,-1,Yes,ChatGPT,4,No,Kerala,Mobile,Medium
Kabir,BV Patel Pharmaceutical Education and Research Development ,Pharmacy,4,ChatGPT,4.9,"Resume Writing, Doubt Solving, Learning new topics",4,3,Yes,Copilot,9,No,Gujarat,Mobile,Medium
Atharv,"Bhavik College of Management and Information Technology, ",Science,2,Other,1.9,"Learning new topics, Exam Preparation, Content Writing",4,-4,Yes,Gemini,2,Yes,Chandigarh,Mobile,Medium
